,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,label
320,-1.45,-1.3,-1.3,-0.88,-1.28,-1.45,-1.3,-1.3,-0.88,-1.44,-1.44,-1.28,-2.24,-1.3,-0.88,-1.28,-2.24,-1.84,-2.27,-2.24,-1.3,-1.3,-1.44,-1,-1.44,-2.27,-1.28,-1.28,-2.24,-2.27,-1.84,-2.24,-2.27,-1.84,-1.45,-1.45,-1.84,-2.24,-1.44,-1.44,-2.27,-1.84,-2.24,-1.3,-0.88,-1.44,-1.84,-1.44,-1.28,-1.84,-2.24,-1.84,-1.3,-1.45,-1.84,-1.84,-1.28,-1.44,-1.3,-1,-1.45,-1.84,-1.28,-1.28,-2.24,-1.3,-1.3,-1.44,-0.58,-1.45,-1.84,-1.28,-1.44,-1.84,-1.3,-1.3,-1.3,-1.45,-1.84,-1.45,-1.45,-1.28,-1.28,-1.84,-2.24,-1.84,-1.3,-1.3,-1.3,-1,-1.3,-1.84,-2.27,-1.84,-2.24,-1.44,-1.28,-1.84,-1.28,0
321,-2.27,-1.28,-1.28,-1.84,-2.24,-1.44,-1.28,-1.84,-2.24,-1.44,-1.28,-1.28,-1.28,-1.84,-2.24,-2.27,-1.45,-1.45,-1.84,-2.24,-1.44,-1.28,-1.84,-2.24,-2.27,-1.84,-1.28,-1.28,-1.84,-1.84,-1.84,-1.84,-2.24,-2.27,-1.84,-2.24,-1.3,-1.45,-2.24,-1.3,-1.45,-1.84,-1.84,-2.24,-2.27,-2.24,-2.27,-2.24,-1.84,-2.27,-2.24,-1.84,-1.84,-1.84,-1.3,-1.45,-2.24,-1.84,-2.27,-2.24,-2.27,-1.84,-1.84,-1.84,-2.24,-1.3,-1,-1.3,-1.84,-2.27,-1.84,-1.45,-1.45,-1.84,-2.24,-1.44,-1.28,-2.24,-1.3,-1.3,-1.84,-1.84,-2.27,-1.28,-1.44,-1.84,-1.3,-1.45,-1.84,-2.24,-1.44,-1.28,-2.24,-1.44,-1.44,-1.84,-2.27,-1.84,-1.45,0
322,-2.24,-1.3,-0.88,-1.28,-2.24,-1.44,-1.28,-2.24,-2.27,-2.24,-1.44,-1.28,-1.84,-1.84,-1.28,-1.28,-2.24,-2.27,-1.84,-2.24,-1.44,-1.44,-1.84,-1.44,-1.28,-2.24,-1.44,-1.44,-1.84,-2.27,-1.84,-2.24,-2.27,-2.24,-1.84,-1.84,-2.27,-2.24,-1.44,-1.28,-1.45,-1.45,-1.84,-2.24,-1.84,-2.27,-1.28,-1,-1.28,-1.84,-1.28,-1.44,-1.84,-1.44,-1.44,-2.27,-1.28,-1.28,-2.24,-1.84,-2.27,-2.24,-1.84,-2.27,-2.24,-1.3,-1.45,-1.45,-1,-1.3,-1.84,-1.3,-1.45,-2.24,-1.3,-1.45,-1.45,-1,-1.3,-1.84,-2.27,-2.24,-1.84,-1.3,-1.45,-2.24,-1.3,-1.45,-2.24,-1.84,-2.27,-1.45,-1,-1.3,-1.84,-1.3,-1.45,-1.45,-1,0
323,-2.27,-1.84,-2.24,-1.84,-1.84,-2.27,-2.24,-2.27,-2.24,-1.84,-1.84,-2.27,-1.45,-0.88,-1.28,-1.45,-1.45,-1.84,-2.24,-2.27,-1.84,-1.84,-1.45,-1.45,-2.24,-1.84,-1.44,-1.44,-2.27,-1.84,-2.24,-1.3,-0.88,-1.44,-2.27,-1.84,-1.84,-2.24,-2.27,-2.24,-2.27,-1.84,-1.28,-1.44,-1.84,-2.27,-1.28,-1.44,-1.44,-1.28,-2.24,-1.84,-2.27,-1.84,-2.24,-2.27,-1.84,-1.84,-1.84,-1.84,-2.24,-2.27,-2.24,-1.84,-1.3,-1.45,-1.28,-1.28,-2.24,-1.84,-2.27,-1.84,-2.24,-1.3,-1.45,-2.24,-1.44,-0.58,-1.45,-1.28,-1.44,-1.84,-1.44,-1.28,-2.24,-2.27,-1.84,-2.24,-1.3,-1.45,-2.24,-1.44,-1.28,-1.28,-1,-1.28,-2.24,-1.84,-1.84,0
324,-1,-1,-1.28,-2.24,-1.84,-2.27,-1.84,-2.24,-2.27,-2.24,-1.3,-1.45,-2.24,-1.3,-1.45,-2.24,-1.84,-1.44,-1.44,-1.84,-1.44,-1.44,-2.27,-1.28,-1.44,-1.44,-1,-1.28,-1.84,-1.45,-1.3,-2.27,-1.84,-2.24,-2.27,-1.45,-1.3,-2.27,-1.45,-1.3,-1.44,-1,-1.44,-2.27,-1.28,-1.44,-1.3,-1.45,-2.24,-1.3,-1,-1.45,-2.24,-1.84,-2.27,-1.28,-1.44,-1.84,-2.27,-1.84,-2.24,-2.27,-1.84,-1.28,-1.28,-1.45,-1.3,-2.27,-1.28,-1.28,-2.24,-1.84,-1.84,-1.84,-1.84,-2.27,-2.24,-2.27,-1.84,-2.24,-2.27,-2.24,-1.84,-2.27,-2.24,-1.84,-2.27,-1.84,-2.24,-1.44,-1.28,-2.24,-2.27,-2.24,-1.44,-0.58,-1.45,-2.24,-2.27,0
325,-1.28,-1,-1,-1,-1,-1.28,-2.24,-1.84,-1.3,-0.88,-1.28,-2.24,-2.27,-1.28,-1.44,-2.27,-1.28,-1.44,-1.3,-1.45,-1.84,-2.24,-2.27,-1.45,-0.88,-1.28,-2.24,-1.84,-1.44,-1.28,-2.24,-1.44,-0.58,-1.45,-1.28,-1.44,-1.84,-2.27,-1.84,-1.45,-0.88,-1.28,-1.28,-1,-1.28,-2.24,-1.44,-1.28,-1.28,-0.58,-0.88,-1.28,-2.24,-1.44,-1.28,-1.84,-2.24,-2.27,-1.28,-1.28,-2.24,-1.84,-1.44,-1.44,-1.44,-1.44,-1.84,-2.27,-1.45,-1.3,-2.27,-2.24,-1.3,-1.45,-1.84,-2.24,-1.84,-1.84,-1.84,-2.27,-1.84,-1.45,-0.88,-1.28,-2.24,-1.84,-1.3,-0.88,-1.44,-2.27,-1.84,-1.28,-1.28,-1.28,-1,-1,-1.28,-1.28,-1.44,0
326,-1.84,-2.27,-1.84,-2.24,-1.84,-1.84,-1.3,-1.3,-2.27,-2.24,-2.27,-2.24,-1.84,-1.3,-1,-1.45,-2.24,-1.3,-1.3,-1.3,-1.45,-1.84,-1.45,-1.45,-1.84,-2.24,-1.84,-1.84,-1.44,-1,-1.28,-1.45,-0.88,-1.28,-2.24,-1.84,-2.27,-1.84,-2.24,-1.44,-1.44,-2.27,-2.24,-1.84,-2.27,-1.84,-2.24,-1.3,-1.3,-1.44,-1,-1.44,-1.84,-1.3,-1.3,-1.84,-2.27,-1.84,-2.24,-1.44,-1.44,-2.27,-2.24,-1.84,-1.3,-1.3,-2.27,-2.24,-2.27,-2.24,-1.84,-1.44,-1.44,-1.3,-1.45,-2.24,-2.27,-1.45,-1.3,-1.84,-2.27,-1.84,-1.45,-1.3,-1.84,-2.27,-1.28,-1.44,-1.84,-1.44,-1.28,-1.45,-1.45,-2.24,-2.27,-1.28,-1.28,-1.45,-1.45,0
327,-2.24,-2.27,-2.24,-2.27,-1.84,-2.24,-2.27,-1.84,-1.84,-2.24,-1.3,-1,-1.45,-1.84,-1.45,-1.45,-1.84,-1.84,-1.28,-1.28,-1.45,-1.3,-1.44,-0.58,-1.45,-1.28,-1,-1.28,-1.84,-1.84,-1.84,-2.24,-1.84,-1.84,-2.27,-1.45,-1.3,-2.27,-1.84,-1.84,-1.84,-1.84,-2.24,-1.44,-1,-1.28,-2.24,-2.27,-2.24,-1.84,-1.3,-1.45,-2.24,-1.84,-1.84,-1.3,-1,-1.45,-2.24,-1.84,-2.27,-1.84,-1.45,-1.3,-2.27,-1.84,-1.84,-1.28,-1.44,-1.84,-2.27,-1.84,-1.45,-1.45,-1.45,-1.45,-2.24,-1.44,-1.44,-1.84,-1.3,-1,-1.3,-1.3,-1.3,-1.44,-1,-1.28,-1.45,-1.45,-1.28,-1.28,-1.84,-1.84,-2.24,-1.3,-1.45,-1.45,-1.45,0
328,-1.44,-1.84,-2.27,-2.24,-1.84,-2.27,-2.24,-2.27,-2.24,-2.27,-2.24,-1.84,-1.84,-2.27,-2.24,-1.84,-1.84,-1.3,-1.45,-1.84,-1.84,-1.28,-1.44,-1.44,-1.28,-2.24,-1.84,-2.27,-2.24,-2.27,-1.45,-1.3,-1.84,-1.3,-1.3,-2.27,-2.24,-2.27,-2.24,-1.44,-1.44,-1.84,-1.3,-1.3,-1.44,-0.58,-1.45,-2.24,-1.3,-1.3,-1.44,-1,-1.44,-2.27,-1.28,-1.44,-1.84,-1.44,-1.44,-1.84,-1.44,-1.28,-2.24,-1.3,-1.3,-1.44,-1.44,-1.84,-1.84,-2.27,-2.24,-1.3,-1.45,-1.84,-2.24,-2.27,-2.24,-1.3,-0.88,-1.28,-1.84,-2.24,-2.27,-2.24,-1.84,-1.84,-2.27,-1.45,-1.3,-1.84,-1.44,-1.28,-2.24,-1.44,-1.28,-2.24,-1.3,-1.3,-1.84,0
329,-1.44,-2.27,-1.45,-1.3,-1.3,-1.45,-1.84,-1.84,-2.24,-2.27,-1.45,-1.45,-1.84,-1.84,-1.84,-1.84,-2.24,-2.27,-1.84,-1.45,-1.45,-1.84,-1.84,-1.28,-1.28,-1.45,-1.45,-1.84,-1.84,-2.24,-1.84,-1.84,-1.44,-1.28,-2.24,-2.27,-2.24,-1.84,-1.3,-1.45,-1.45,-1,-1.3,-2.27,-1.28,-1.44,-2.27,-2.24,-2.27,-1.45,-0.88,-1.28,-1.84,-1.84,-2.24,-2.27,-1.84,-2.24,-1.84,-2.27,-2.24,-2.27,-1.45,-1.3,-2.27,-2.24,-2.27,-1.84,-1.45,-1.45,-2.24,-2.27,-1.84,-2.24,-1.3,-1.45,-1.84,-1.28,-1.28,-2.24,-1.3,-1.45,-2.24,-2.27,-2.24,-2.27,-1.28,-1.28,-1.84,-1.28,-1.28,-2.24,-2.27,-1.84,-1.84,-1.45,-1.3,-1.84,-1.84,0
330,-2.24,-1.44,-1.28,-2.24,-1.3,-1.45,-2.24,-2.27,-1.84,-2.24,-1.3,-1.45,-2.24,-1.3,-1,-1.45,-2.24,-2.27,-1.45,-1.45,-1.84,-1.45,-0.88,-1.44,-2.27,-1.28,-1.44,-1.84,-1.3,-1.3,-1.84,-1.84,-2.27,-1.28,-1.44,-1.84,-2.27,-1.28,-1.28,-2.24,-1.3,-1,-0.88,-0.58,-1.45,-1.84,-1.45,-1.45,-1.84,-2.24,-1.84,-2.27,-1.45,-1.3,-1.3,-1.45,-1.84,-1.84,-1.28,-1.28,-2.24,-2.27,-1.84,-1.28,-1.44,-1.84,-1.3,-1,-1.3,-1.44,-1.44,-2.27,-2.24,-1.3,-1.3,-1.84,-1.84,-1.3,-1.45,-1.28,-1.28,-1.45,-1.45,-1.84,-2.24,-1.3,-1.45,-2.24,-1.3,-1.3,-2.27,-1.45,-1.3,-1.44,-1,-1.44,-2.27,-2.24,-1.84,0
331,-1.45,-2.24,-1.84,-1.84,-2.27,-1.28,-1.44,-1.44,-1.44,-2.27,-1.28,-1,-1.28,-1.28,-1.28,-2.24,-1.84,-1.44,-1.28,-1.84,-2.24,-1.84,-2.27,-1.84,-2.24,-1.84,-1.84,-1.84,-1.84,-1.44,-1.44,-1.3,-1,-1.3,-1.84,-1.44,-1.28,-1.84,-1.84,-2.24,-2.27,-1.84,-2.24,-1.44,-1.28,-1.84,-1.84,-1.28,-1.44,-2.27,-2.24,-1.84,-1.3,-1,-1.45,-1.45,-0.88,-1.28,-1.28,-0.58,-1.45,-1.45,-1,-1.3,-1.84,-1.3,-1.3,-1.3,-0.88,-1.44,-2.27,-1.45,-1.45,-2.24,-2.27,-2.24,-1.84,-1.3,-1.3,-2.27,-1.28,-1.44,-1.84,-1.3,-1.45,-1.45,-1.45,-1.84,-1.84,-1.84,-2.24,-1.3,-0.88,-1.28,-1.84,-1.84,-2.24,-1.84,-1.3,0
332,-2.27,-1.84,-2.24,-1.84,-2.27,-1.45,-1.45,-1.45,-1,-1.3,-1.44,-1.44,-1.44,-1,-1.44,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.84,-1.44,-1.28,-1.84,-1.28,-1.28,-2.24,-2.27,-2.24,-1.3,-1.45,-1.84,-1.84,-2.24,-2.27,-1.28,-0.58,-1.45,-1.45,-0.88,-1.28,-1.45,-1.45,-2.24,-2.27,-1.84,-2.24,-1.44,-1,-1.44,-2.27,-2.24,-1.44,-1.44,-1.3,-1.3,-1.84,-1.84,-2.27,-2.24,-1.84,-1.44,-1,-1.28,-2.24,-2.27,-1.28,-1.44,-2.27,-1.84,-2.24,-1.84,-1.84,-1.3,-1.45,-1.28,-1.28,-2.24,-1.44,-1.28,-2.24,-1.3,-1.3,-1.84,-2.27,-1.84,-2.24,-1.3,-1.45,-2.24,-1.3,-1.45,-1.84,-1.28,-1.28,-2.24,-1.84,-2.27,0
333,-1.84,-2.24,-2.27,-1.28,-1.28,-1.84,-1.28,-1.28,-2.24,-1.84,-1.3,-1.3,-2.27,-1.28,-1.44,-1.84,-1.3,-1.3,-2.27,-1.84,-2.24,-1.84,-1.3,-1.3,-2.27,-2.24,-2.27,-2.24,-1.84,-2.27,-1.45,-0.88,-1.28,-1.45,-1,-1.45,-2.24,-1.84,-2.27,-2.24,-1.44,-1.44,-1.84,-1.44,-1.44,-2.27,-2.24,-2.27,-2.24,-1.84,-2.27,-2.24,-1.3,-1.45,-1.84,-1.28,-1.44,-1.84,-1.3,-1.45,-1.84,-1.28,-1.44,-1.84,-2.27,-1.84,-2.24,-1.44,-1.28,-2.24,-1.44,-1.44,-2.27,-1.28,-1.28,-2.24,-1.3,-1.45,-1.28,-1.44,-1.84,-1.44,-0.58,-1.45,-1.45,-1,-1.45,-1.45,-1,-1.3,-2.27,-1.84,-2.24,-1.3,-0.88,-1.44,-2.27,-1.84,-1.45,0
334,-1.44,-2.27,-2.24,-1.84,-1.84,-1.3,-1,-1.45,-2.24,-2.27,-2.24,-1.84,-1.84,-1.84,-1.44,-1.28,-1.45,-0.88,-1.28,-2.24,-1.3,-1.3,-1.3,-1.45,-2.24,-1.84,-2.27,-1.84,-2.24,-1.84,-1.84,-2.27,-2.24,-1.84,-1.3,-1.3,-1.84,-1.84,-1.84,-2.27,-1.45,-1.3,-2.27,-1.84,-2.24,-1.84,-1.84,-1.44,-1.44,-2.27,-2.24,-2.27,-2.24,-2.27,-2.24,-1.3,-1,-1,-1.45,-1.84,-2.24,-1.84,-2.27,-2.24,-1.3,-1.45,-1.84,-1.45,-1.45,-1.84,-2.24,-1.84,-1.84,-2.27,-2.24,-1.84,-1.84,-1.3,-1.3,-1.44,-1,-1.28,-1.45,-0.88,-1.28,-1.84,-2.24,-2.27,-2.24,-1.44,-1.28,-2.24,-1.3,-1.45,-2.24,-1.44,-1.44,-2.27,-1.84,0
335,-2.24,-1.44,-1.28,-2.24,-1.3,-1.3,-1.84,-1.3,-1.45,-1.28,-1.28,-1.84,-2.24,-1.84,-2.27,-2.24,-2.27,-1.84,-2.24,-1.44,-0.58,-1.45,-1.84,-1.84,-2.24,-1.44,-1.28,-2.24,-1.44,-1.44,-1.3,-1.45,-1.84,-2.24,-1.84,-1.3,-1.3,-2.27,-1.84,-2.24,-2.27,-1.84,-2.24,-1.84,-1.84,-1.44,-1,-1.28,-1.28,-1.28,-1.84,-1.84,-1.84,-2.24,-2.27,-1.84,-1.84,-2.24,-2.27,-1.84,-2.24,-2.27,-2.24,-1.84,-2.27,-2.24,-1.84,-2.27,-1.84,-1.45,-0.88,-1.44,-1.84,-1.3,-1.3,-1.84,-1.3,-1.45,-2.24,-2.27,-2.24,-1.44,-1.44,-2.27,-2.24,-2.27,-1.45,-1.45,-2.24,-1.84,-1.84,-2.27,-2.24,-1.84,-1.44,-1.28,-1.84,-2.24,-1.84,0
336,-1.28,-2.24,-1.44,-1.28,-2.24,-1.84,-2.27,-2.24,-1.3,-1.3,-1.84,-1.3,-0.88,-1.28,-1.45,-1.3,-1.84,-1.44,-0.58,-1.45,-1.45,-1.3,-2.27,-1.28,-1,-1.28,-1.28,-1,-1.44,-2.27,-2.24,-1.84,-1.84,-2.27,-2.24,-1.44,-1.28,-2.24,-2.27,-1.84,-2.24,-1.3,-0.88,-1.44,-1.3,-1.45,-2.24,-1.84,-2.27,-2.24,-1.3,-1.3,-2.27,-2.24,-2.27,-1.84,-1.28,-1,-1.28,-1.28,-1.28,-1.84,-1.84,-2.24,-2.27,-1.28,-1.44,-2.27,-1.28,-1.28,-1.84,-1.28,-1,-1.44,-2.27,-1.28,-1.44,-2.27,-1.84,-2.24,-1.84,-1.44,-1.28,-1.28,-1,-1.28,-1.84,-1.45,-1.3,-1.3,-1.45,-1.84,-1.28,-1.44,-1.84,-2.27,-1.84,-2.24,-1.3,0
337,-1.84,-2.27,-1.45,-1.45,-1.28,-1.44,-2.27,-2.24,-2.27,-1.28,-1.44,-1.84,-1.44,-1,-1.28,-1.45,-1.45,-1.28,-1.28,-1.84,-2.24,-1.84,-2.27,-1.84,-1.45,-1.45,-1.84,-2.24,-1.3,-1.3,-1.84,-1.44,-1.28,-2.24,-2.27,-2.24,-1.3,-0.88,-1.44,-1.44,-1.44,-2.27,-2.24,-1.84,-2.27,-1.84,-1.45,-1.45,-2.24,-2.27,-1.84,-1.45,-1.45,-2.24,-2.27,-1.28,-1.28,-2.24,-2.27,-1.84,-1.45,-1.45,-1.84,-2.24,-2.27,-1.84,-1.84,-1.45,-1.45,-2.24,-1.44,-1.28,-1.84,-1.28,-1.44,-2.27,-1.45,-1.45,-1.45,-1.45,-1.84,-1.45,-1.45,-1.84,-2.24,-1.84,-2.27,-2.24,-2.27,-1.84,-1.84,-1.45,-1.45,-2.24,-1.3,-1.3,-1.84,-1.84,-1.84,0
338,-2.24,-1.44,-0.58,-1.45,-1.45,-1.45,-1.84,-1.84,-2.24,-1.84,-1.44,-1.28,-1.84,-2.24,-1.84,-1.3,-1,-0.88,-1.28,-1.84,-2.24,-1.84,-1.3,-1.3,-1.84,-1.3,-0.88,-1,-1.28,-1.84,-1.84,-1.45,-1.45,-1.45,-0.88,-0.58,-0.88,-1.28,-2.24,-1.3,-1.45,-2.24,-1.84,-2.27,-1.84,-2.24,-1.3,-1,-0.88,-1.44,-2.27,-1.45,-1,-1.45,-1.84,-1.28,-1,-1.44,-1.44,-0.58,-1.45,-1.84,-2.24,-1.84,-1.44,-1,-0.58,-1.45,-1.84,-2.24,-1.84,-1.3,-1,-0.88,-1.28,-2.24,-1.84,-2.27,-1.28,-0.58,-1.3,-2.27,-1.84,-2.24,-1.3,-1,-1,-1.45,-1.45,-1.45,-1.45,-1.3,-1.44,-1.28,-1.28,-1.44,-1.3,-1,-1.45,0
339,-0.88,-1.28,-2.24,-1.3,-0.88,-1.28,-2.24,-2.27,-1.28,-1,-1.28,-2.24,-1.84,-2.27,-1.28,-1.44,-1.84,-1.84,-2.27,-1.45,-0.88,-1.28,-1.45,-0.88,-1.28,-1.84,-1.45,-1,-1.45,-1.84,-1.28,-1.44,-1.3,-1.45,-1.84,-2.24,-1.84,-2.27,-1.84,-1.45,-1.45,-1.84,-2.24,-1.84,-2.27,-1.84,-1.45,-1.3,-2.27,-2.24,-1.84,-2.27,-2.24,-1.84,-2.27,-1.84,-2.24,-1.84,-1.3,-0.88,-1.28,-1.28,-1,-1.28,-1.84,-1.45,-1.45,-1.28,-1.28,-1.45,-0.88,-1.28,-2.24,-2.27,-1.28,-1.28,-1.84,-2.24,-1.3,-1.3,-1.3,-1,-1.3,-1.84,-1.84,-1.3,-1.45,-1.28,-1.28,-1.28,-1,-1.28,-1.84,-1.45,-0.88,-1.44,-1.84,-1.84,-1.84,0
340,-2.24,-1.84,-1.3,-1.45,-1.45,-1.3,-1.84,-2.27,-1.45,-1.3,-1.44,-1.44,-1.84,-1.3,-1.45,-1.84,-2.24,-1.84,-2.27,-1.28,-1.28,-1.84,-1.84,-1.45,-1.45,-2.24,-1.84,-1.44,-1.28,-2.24,-2.27,-1.45,-1.3,-1.84,-1.3,-0.88,-1.28,-1.84,-1.28,-1.44,-2.27,-1.84,-2.24,-1.44,-1.28,-2.24,-1.3,-1.3,-1.44,-1,-1.44,-1.3,-1.45,-2.24,-2.27,-2.24,-2.27,-2.24,-1.84,-2.27,-1.45,-1.3,-1.84,-2.27,-1.84,-1.28,-1.28,-1.28,-1.28,-1.84,-1.84,-1.45,-1.45,-1.28,-1,-1.28,-1.28,-1.28,-2.24,-1.84,-1.44,-1,-1.28,-1.84,-1.84,-2.24,-1.84,-1.3,-1.45,-1.84,-1.84,-2.24,-1.84,-1.44,-1.28,-1.84,-1.84,-1.28,-1.44,0
341,-0.88,-1.44,-1.44,-1.44,-1.44,-1.28,-1.45,-1.3,-2.27,-1.45,-1.45,-1.84,-1.45,-1.3,-2.27,-1.84,-1.45,-1.45,-1.84,-2.24,-1.44,-1.44,-2.27,-1.84,-1.84,-1.84,-1.28,-1.28,-1.45,-1.3,-2.27,-1.84,-2.24,-1.44,-1.28,-1.28,-1.28,-1.84,-2.24,-2.27,-1.84,-2.24,-1.3,-1.45,-1.84,-2.24,-1.84,-1.84,-1.3,-1.3,-1.44,-1.28,-1.84,-2.24,-2.27,-1.84,-1.84,-2.24,-1.44,-1.28,-1.28,-1.28,-2.24,-1.44,-1.44,-1.84,-2.27,-2.24,-2.27,-1.45,-1.45,-1.84,-1.45,-1.45,-1.84,-1.84,-2.24,-1.84,-1.3,-1.3,-2.27,-1.45,-1.3,-1.84,-1.84,-2.27,-1.28,-1.44,-1.84,-1.3,-1.3,-2.27,-1.84,-1.28,-1.44,-2.27,-1.28,-1.44,-1.44,0
342,-2.24,-1.84,-1.44,-1,-0.58,-1.45,-2.24,-1.84,-1.44,-1,-1.28,-2.24,-2.27,-1.28,-1.28,-2.24,-1.3,-1.45,-2.24,-1.3,-1,-1.45,-1.28,-1.44,-1.3,-1.45,-2.24,-1.84,-2.27,-1.84,-2.24,-2.27,-1.84,-2.24,-2.27,-2.24,-1.84,-1.44,-1.44,-2.27,-1.84,-2.24,-1.84,-1.3,-0.88,-1.44,-1.44,-1.44,-1.3,-0.88,-1.28,-1.45,-1,-1.3,-1.3,-1,-1.45,-2.24,-2.27,-1.84,-2.24,-1.3,-1.45,-1.84,-2.24,-1.84,-2.27,-1.28,-1.44,-1.84,-1.3,-0.88,-1.28,-1.28,-1.44,-2.27,-1.84,-2.24,-1.84,-1.84,-2.27,-2.24,-2.27,-2.24,-2.27,-2.24,-2.27,-1.28,-1.28,-1.84,-2.24,-1.3,-1.3,-1.84,-2.27,-1.84,-2.24,-1.3,-1.3,0
343,-1.45,-2.24,-1.84,-1.84,-2.27,-1.84,-1.28,-1.28,-2.24,-1.44,-1.28,-2.24,-1.3,-1.3,-2.27,-1.84,-1.84,-1.45,-1.3,-1.44,-1.44,-1.44,-1.44,-2.27,-2.24,-1.84,-2.27,-1.84,-1.84,-2.24,-2.27,-2.24,-2.27,-1.45,-1.45,-2.24,-1.84,-1.84,-1.44,-1.28,-1.84,-2.24,-1.84,-1.84,-1.3,-1.45,-2.24,-2.27,-1.45,-1.3,-2.27,-2.24,-1.84,-1.44,-1,-1.44,-1.44,-0.58,-1.45,-1.45,-1.3,-2.27,-1.28,-1,-1.28,-1.84,-2.24,-2.27,-2.24,-1.3,-1.45,-2.24,-1.44,-1.44,-1.84,-1.44,-1.28,-2.24,-1.44,-1.44,-2.27,-1.28,-1.44,-1.3,-1,-1.3,-1.3,-0.88,-1.28,-2.24,-1.44,-1.28,-1.45,-1,-1,-1.45,-2.24,-2.27,-1.28,0
344,-1.3,-1.3,-2.27,-1.28,-1.44,-1.84,-1.44,-1.28,-1.28,-1,-1.28,-2.24,-2.27,-2.24,-1.3,-1.3,-2.27,-2.24,-1.84,-1.84,-1.84,-1.44,-1.28,-2.24,-1.3,-1.3,-1.84,-1.44,-1.28,-1.45,-1.3,-2.27,-2.24,-2.27,-1.84,-1.45,-1.3,-1.84,-2.27,-1.84,-2.24,-1.44,-1.28,-1.84,-2.24,-1.3,-1.45,-2.24,-2.27,-1.84,-1.45,-0.88,-0.58,-1.3,-2.27,-2.24,-2.27,-1.28,-1.44,-1.84,-2.27,-1.84,-1.84,-1.28,-1.44,-2.27,-2.24,-2.27,-1.45,-1.45,-1.84,-2.24,-1.84,-1.44,-0.58,-1.45,-2.24,-2.27,-1.84,-2.24,-1.3,-0.88,-1.28,-1.28,-0.58,-1.45,-2.24,-1.84,-2.27,-1.45,-1.3,-2.27,-2.24,-1.3,-1.45,-1.45,-1.45,-2.24,-1.84,0
345,-0.58,-0.88,-1.28,-1.28,-1.44,-2.27,-1.84,-2.24,-1.3,-0.88,-1.28,-2.24,-2.27,-1.84,-2.24,-1.44,-1.28,-2.24,-1.44,-1.44,-1.84,-2.27,-2.24,-1.84,-2.27,-2.24,-2.27,-1.28,-1.44,-1.84,-1.3,-1.45,-2.24,-2.27,-1.84,-2.24,-1.44,-1.44,-1.44,-1,-1.28,-2.24,-1.84,-2.27,-2.24,-1.84,-1.84,-2.27,-1.28,-1.44,-1.3,-1.3,-1.84,-1.84,-2.27,-1.84,-1.45,-0.88,-1.44,-2.27,-1.28,-1.28,-2.24,-1.3,-1.45,-2.24,-1.84,-2.27,-1.45,-0.88,-1.28,-1.28,-1,-1.28,-2.24,-1.3,-1.45,-2.24,-1.3,-1.45,-1.45,-1,-1.3,-1.84,-1.44,-1.28,-1.28,-1,-1.28,-2.24,-1.44,-1.44,-1.84,-1.44,-1.44,-1.44,-1.28,-2.24,-1.44,0
346,-1.84,-1.44,-1.44,-2.27,-1.84,-2.24,-1.84,-2.27,-2.24,-1.84,-2.27,-1.84,-2.24,-1.44,-1.44,-1.84,-1.3,-1.3,-2.27,-1.84,-2.24,-1.44,-0.58,-0.88,-1.28,-1.28,-1.44,-2.27,-1.84,-2.24,-1.3,-0.88,-1.28,-2.24,-2.27,-1.84,-2.24,-1.44,-1.28,-2.24,-1.44,-1.44,-1.84,-2.27,-2.24,-1.84,-2.27,-2.24,-2.27,-1.28,-1.44,-1.84,-1.3,-1.45,-2.24,-2.27,-1.84,-2.24,-1.44,-1.44,-1.44,-1,-1.28,-2.24,-1.84,-2.27,-2.24,-1.84,-1.84,-2.27,-1.28,-1.44,-1.3,-1.3,-1.84,-1.84,-2.27,-1.84,-1.45,-0.88,-1.44,-2.27,-1.28,-1.28,-2.24,-1.3,-1.45,-2.24,-1.84,-2.27,-1.45,-0.88,-1.28,-1.28,-1,-1.28,-2.24,-1.3,-1.45,0
347,-1.3,-1.45,-2.24,-2.27,-1.84,-1.84,-2.24,-2.27,-1.84,-2.24,-1.84,-2.27,-2.24,-2.27,-2.24,-1.3,-1.3,-1.84,-2.27,-2.24,-2.27,-1.28,-1.44,-1.84,-1.3,-1.3,-1.3,-1,-1.3,-1.3,-1.3,-2.27,-2.24,-1.84,-2.27,-2.24,-1.3,-1.45,-2.24,-1.84,-2.27,-2.24,-1.3,-1.45,-1.84,-2.24,-1.84,-1.44,-1.28,-1.84,-2.24,-1.3,-1.45,-1.84,-1.28,-1.44,-1.84,-1.44,-1.44,-1.84,-1.84,-1.84,-1.3,-0.88,-1.28,-1.84,-1.28,-1.44,-1.44,-1.28,-2.24,-1.84,-1.84,-2.27,-2.24,-2.27,-2.24,-1.84,-1.44,-1.44,-1.84,-1.3,-1.3,-1.84,-1.44,-1.44,-2.27,-1.45,-1.45,-2.24,-1.84,-2.27,-1.84,-1.84,-1.84,-2.24,-1.84,-2.27,-2.24,0
